,building,day,end,original_time,room,start
690,CHL,T,1040,430-520P,105,990
691,KNE,MTWTh,560,830-920,120,510
692,CHL,F,560,830-920,105,510
693,BAG,F,920,230-320,106,870
694,LOW,F,920,230-320,112,870
695,LOW,F,980,330-420,117,930
696,FSH,F,740,1130-1220,109,690
697,CHL,F,620,930-1020,101,570
698,DEN,F,800,1230-120,212,750
699,BAG,F,980,330-420,106,930
700,SWS,F,680,1030-1120,B012,630
701,LOW,F,560,830-920,117,510
702,LOW,F,740,1130-1220,220,690
703,BAG,F,860,130-220,106,810
704,LOW,F,920,230-320,116,870
705,LOW,F,980,330-420,112,930
706,KNE,MWF,560,830-920,130,510
707,SIG,Th,620,930-1020,226,570
708,FSH,Th,800,1230-120,102,750
709,SMI,Th,860,130-220,305,810
710,BAG,Th,920,230-320,106,870
711,SMI,Th,860,130-220,311,810
712,MGH,Th,920,230-320,389,870
713,LOW,Th,620,930-1020,201,570
714,PCAR,Th,560,830-920,297,510
715,SMI,Th,860,130-220,309,810
716,AND,Th,980,330-420,008,930
717,PAR,Th,560,830-920,106,510
718,RAI,Th,620,930-1020,121,570
719,LOW,Th,800,1230-120,106,750
720,SMI,Th,980,330-420,311,930
721,PAR,Th,920,230-320,313,870
722,LOW,Th,560,830-920,220,510
723,THO,Th,560,830-920,331,510
724,BAG,Th,980,330-420,106,930
725,PCAR,Th,800,1230-120,391,750
726,EEB,Th,920,230-320,026,870
727,SMI,Th,980,330-420,307,930
728,RAI,Th,860,130-220,116,810
729,BAG,Th,1040,430-520P,106,990
730,SMI,Th,980,330-420,115,930
731,KNE,MWF,620,930-1020,130,570
732,SIG,T,860,130-220,230,810
733,BAG,T,1040,430-520P,331A,990
734,BAG,T,740,1130-1220,331A,690
735,MEB,T,980,330-420,246,930
736,FSH,T,980,330-420,108,930
737,CHL,T,980,330-420,105,930
738,LOW,T,740,1130-1220,106,690
739,LOW,T,920,230-320,106,870
740,MUE,T,860,130-220,155,810
741,BNS,T,740,1130-1220,117,690
742,CDH,T,980,330-420,110B,930
743,LOW,T,1040,430-520P,111,990
744,EEB,T,860,130-220,003,810
745,CHL,T,920,230-320,101,870
746,BAG,T,740,1130-1220,260,690
747,DEM,T,680,1030-1120,126,630
748,MEB,T,620,930-1020,248,570
749,CDH,T,980,330-420,110A,930
750,LOW,T,560,830-920,202,510
751,SMI,T,860,130-220,311,810
752,CHL,T,920,230-320,105,870
753,FSH,T,620,930-1020,107,570
754,BAG,T,920,230-320,106,870
755,BAG,T,560,830-920,331A,510
756,BAG,MWF,800,1230-120,131,750
757,MEB,T,920,230-320,238,870
758,MUE,T,980,330-420,155,930
759,SMI,T,620,930-1020,311,570
760,AND,T,980,330-420,010,930
761,MEB,T,800,1230-120,234,750
762,LOW,T,680,1030-1120,117,630
763,CLK,T,1040,430-520P,120,990
764,RAI,T,980,330-420,116,930
765,RAI,T,860,130-220,116,810
766,EGL,T,920,230-320,001,870
767,LOW,T,800,1230-120,202,750
768,MGH,T,860,130-220,287,810
769,KNE,MWF,980,330-420,130,930
770,PCAR,Th,800,1230-120,291,750
771,MEB,Th,560,830-920,234,510
772,PCAR,Th,800,1230-120,290,750
773,SIG,Th,980,330-420,230,930
774,LOW,Th,980,330-420,112,930
775,FSH,Th,860,130-220,109,810
776,SMI,Th,920,230-320,102,870
777,RAI,Th,620,930-1020,116,570
778,RAI,Th,980,330-420,116,930
779,CHL,Th,1040,430-520P,015,990
780,MEB,Th,920,230-320,238,870
781,THO,Th,620,930-1020,235,570
782,LOW,Th,980,330-420,117,930
783,CHL,Th,980,330-420,015,930
784,SAV,Th,680,1030-1120,139,630
785,BNS,Th,860,130-220,203,810
786,BAG,Th,920,230-320,261,870
787,SWS,Th,980,330-420,B012,930
788,LOW,Th,560,830-920,222,510
789,SAV,Th,620,930-1020,139,570
790,SWS,Th,980,330-420,230,930
791,LOW,Th,920,230-320,205,870
792,LOW,Th,560,830-920,202,510
793,SMI,Th,980,330-420,107,930
794,BAG,MTThF,680,1030-1120,154,630
795,BAG,W,680,1030-1120,154,630
796,BAG,W,680,1030-1120,154,630
797,BAG,W,680,1030-1120,154,630
798,BAG,W,680,1030-1120,154,630
799,BAG,MWF,620,930-1020,154,570
800,LOW,Th,740,1130-1220,117,690
801,BNS,Th,920,230-320,117,870
802,PAR,Th,860,130-220,106,810
803,BNS,Th,980,330-420,203,930
804,BAG,MWF,860,130-220,131,810
805,SMI,T,620,930-1020,307,570
806,WFS,T,740,1130-1220,201,690
807,DEM,T,800,1230-120,124,750
808,GUG,T,920,230-320,218,870
809,AND,T,980,330-420,008,930
810,SMI,T,620,930-1020,115,570
811,CDH,T,680,1030-1120,135,630
812,SMI,T,920,230-320,309,870
813,MGH,T,620,930-1020,254,570
814,CDH,T,740,1130-1220,139,690
815,GUG,MWF,620,930-1020,220,570
816,EEB,Th,560,830-920,054,510
817,PAR,Th,620,930-1020,213,570
818,MGH,Th,620,930-1020,228,570
819,PAR,Th,620,930-1020,313,570
820,DEM,Th,800,1230-120,104,750
821,SIG,Th,860,130-220,230,810
822,LOW,Th,920,230-320,112,870
823,FTR,Th,980,330-420,106,930
824,ART,Th,1040,430-520P,004,990
825,DEM,Th,560,830-920,124,510
826,KNE,Th,620,930-1020,210,570
827,PAA,Th,620,930-1020,A212,570
828,PAA,Th,560,830-920,A212,510
829,SAV,Th,800,1230-120,162,750
830,BAG,M,920,230-320,261,870
831,BAG,M,1100,530-620P,260,1050
832,BAG,MWF,920,230-320,131,870
833,MGH,T,680,1030-1120,082A,630
834,EEB,T,740,1130-1220,031,690
835,BAG,T,860,130-220,108,810
836,CDH,T,920,230-320,141,870
837,BNS,T,980,330-420,203,930
838,ART,T,1040,430-520P,004,990
839,MGH,T,560,830-920,248,510
840,BAG,T,980,330-420,106,930
841,BAG,TTh,590,830-950,131,510
842,EEB,W,560,830-920,042,510
843,BLD,W,560,830-920,392,510
844,SMI,W,620,930-1020,407,570
845,SIG,W,620,930-1020,227,570
846,LOW,W,680,1030-1120,101,630
847,SAV,W,680,1030-1120,139,630
848,EEB,W,740,1130-1220,026,690
849,BLD,W,740,1130-1220,392,690
850,BAG,W,800,1230-120,106,750
851,MAR,W,800,1230-120,168,750
852,SIG,W,860,130-220,226,810
853,FSH,W,860,130-220,109,810
854,BAG,TTh,770,1130-1250,131,690
855,MGH,M,680,1030-1120,248,630
856,CLK,M,1040,430-520P,120,990
857,EEB,M,740,1130-1220,026,690
858,CHL,M,740,1130-1220,105,690
859,PAB,M,800,1230-120,B164,750
860,CLK,M,800,1230-120,120,750
861,SAV,M,860,130-220,155,810
862,PCAR,M,860,130-220,297,810
863,EEB,M,920,230-320,026,870
864,DEM,M,920,230-320,124,870
865,CLK,M,980,330-420,219,930
866,CHL,M,980,330-420,101,930
867,BAG,TTh,950,230-350,131,870
868,LOW,F,740,1130-1220,219,690
869,LOW,F,740,1130-1220,202,690
870,EEB,F,800,1230-120,026,750
871,THO,F,800,1230-120,231,750
872,CLK,F,860,130-220,316,810
873,CDH,F,860,130-220,128,810
874,CDH,F,920,230-320,141,870
875,MGH,F,920,230-320,074,870
876,LOW,F,980,330-420,116,930
877,LOW,F,980,330-420,115,930
878,BAG,F,1040,430-520P,106,990
879,ART,F,1040,430-520P,004,990
880,BAG,TTh,680,1000-1120,131,600
881,CDH,W,980,330-420,128,930
882,BLD,W,740,1130-1220,286,690
883,PCAR,W,860,130-220,297,810
884,SIG,W,920,230-320,226,870
885,CLK,W,1040,430-520P,120,990
886,BLD,W,560,830-920,286,510
887,BAG,TTh,860,100-220,131,780
888,CDH,M,980,330-420,128,930
889,BLD,M,740,1130-1220,286,690
890,MEB,M,860,130-220,243,810
891,BAG,M,920,230-320,331A,870
892,BAG,M,1040,430-520P,106,990
893,CDH,M,560,830-920,141,510
894,BAG,M,1040,430-520P,131,990
895,CHB,TTh,680,830-1120,127,510
896,CHB,TTh,860,1130-220,127,690
897,CHB,TTh,1040,230-520,127,870
898,CHB,TTh,1220,530-820P,127,1050
899,CHB,WF,680,830-1120,127,510
900,CHB,WF,860,1130-220,127,690
901,BAG,M,980,330-420,131,930
902,CHB,TTh,740,930-1220,112,570
903,CHB,TTh,920,1230-320,112,750
904,CHB,TTh,1100,330-620,112,930
905,CHB,TTh,1280,630-920P,112,1110
906,CHB,WF,740,930-1220,112,570
907,CHB,WF,920,1230-320,112,750
908,BAG,M,920,230-320,261,870
909,BAG,M,1100,530-620P,260,1050
910,BAG,MWF,740,1130-1220,154,690
911,BAG,MW,740,1130-1220,261,690
912,BAG,TTh,740,800-1220,191,480
913,BAG,TTh,1010,1230-450,191,750
914,BAG,MTWF,680,1030-1120,260,630
915,BAG,M,920,230-320,261,870
916,BAG,M,1100,530-620P,260,1050
917,BAG,MWF,740,1130-1220,260,690
918,BAG,MWF,920,230-320,108,870
919,BAG,MWF,860,130-220,108,810
920,JHN,MWF,980,330-420,111,930
921,BAG,MWF,620,930-1020,260,570
922,BAG,MWF,800,1230-120,260,750
923,BAG,MWF,620,930-1020,261,570
924,BAG,MWF,860,130-220,260,810
925,ATG,MW,620,900-1020,310,540
926,BAG,MWF,800,1230-120,261,750
927,BAG,M,620,830-1020,108,510
928,BAG,WF,1010,130-450,333,810
929,BAG,TTh,1010,130-450,333,810
930,BAG,TTh,560,830-920,106,510
931,PAB,M,800,1230-120,B280,750
932,PAB,TTh,800,1030-120,B280,630
933,NAN,T,1040,130-520,180,810
934,NAN,T,740,830-1220,180,510
935,MEB,TTh,770,1130-1250,243,690
936,BAG,TTh,950,230-350,260,870
937,BAG,Sat.,860,100-220,154,780
938,BAG,TTh,620,900-1020,108,540
939,BAG,MWF,740,1130-1220,260,690
940,BAG,MWF,680,1030-1120,106,630
941,BAG,MWF,920,230-320,108,870
942,BAG,MWF,860,130-220,108,810
943,JHN,MWF,980,330-420,111,930
944,MEB,TTh,770,1130-1250,243,690
945,BAG,MWF,800,1230-120,261,750
946,NAN,T,1040,130-520,180,810
947,NAN,T,740,830-1220,180,510
948,PAB,M,800,1230-120,B280,750
949,PAB,TTh,800,1030-120,B280,630
950,BAG,TTh,950,230-350,260,870
951,BAG,Th,1160,430-720P,260,990
952,BAG,T,1100,330-620,261,930
953,BAG,M,1100,330-620,261,930
954,BAG,Th,680,1030-1120,260,630
955,JHN,W,800,1230-120,075,750
956,NAN,T,860,100-220,181,780
957,GWN,MWF,560,830-920,201,510
958,SMI,MWF,800,1230-120,102,750
959,CLK,TTh,560,830-920,219,510
960,LOW,TTh,620,930-1020,205,570
961,LOW,TTh,620,930-1020,202,570
962,LOW,TTh,680,1030-1120,220,630
963,MOR,MTWThF,800,1230-120,230,750
964,CHL,MWF,560,830-920,101,510
965,MUE,MWF,620,930-1020,154,570
966,LOW,MWF,620,930-1020,219,570
967,MEB,MWF,680,1030-1120,103,630
968,OTB,MWF,680,1030-1120,014,630
969,LOW,TTh,680,1030-1120,116,630
970,LOW,TTh,740,1130-1220,222,690
971,ARC,MW,740,1130-1220,147,690
972,MOR,MTWF,620,930-1020,220,570
973,PAR,Th,560,830-920,206,510
974,RAI,Th,620,930-1020,109,570
975,RAI,Th,740,1130-1220,109,690
976,DEN,Th,800,1230-120,256,750
977,THO,MTWThF,860,130-220,125,810
978,CMU,TTh,740,1030-1220,120,630
979,PCAR,MWF,800,1230-120,192,750
980,DEN,MTWThF,860,130-220,258,810
981,DEN,MTWF,860,130-220,110,810
982,DEN,TTh,980,230-420,110,870
983,DEN,MW,1070,400-550,257,960
984,MLR,MTWThF,680,1030-1120,316,630
985,MLR,MTWThF,740,1130-1220,316,690
986,THO,MTWF,740,1130-1220,335,690
987,DEN,MW,980,230-420,110,870
988,DEN,TTh,1070,400-550,257,960
989,KNE,MW,1100,430-620P,120,990
990,CMU,F,620,930-1020,228,570
991,CMU,F,620,930-1020,104,570
992,CMU,F,620,930-1020,226,570
993,CMU,F,620,930-1020,302,570
994,CMU,F,620,930-1020,326,570
995,CMU,F,680,1030-1120,326,630
996,CMU,F,680,1030-1120,228,630
997,CMU,F,680,1030-1120,104,630
998,CMU,F,680,1030-1120,B006,630
999,CMU,F,740,1130-1220,228,690
1000,CMU,F,740,1130-1220,230,690
1001,CMU,F,740,1130-1220,B006,690
1002,CMU,F,740,1130-1220,104,690
1003,MGH,MW,740,1130-1220,389,690
1004,CMU,TTh,560,830-920,228,510
1005,CMU,TTh,620,930-1020,228,570
1006,CMU,TTh,680,1030-1120,228,630
1007,CMU,TTh,560,830-920,243,510
1008,SMI,TTh,620,930-1020,111,570
1009,CMU,TTh,680,1030-1120,243,630
1010,CMU,TTh,560,830-920,326,510
1011,CMU,TTh,620,930-1020,326,570
1012,CMU,TTh,680,1030-1120,326,630
1013,CMU,TTh,740,1130-1220,228,690
1014,CMU,TTh,620,930-1020,243,570
1015,CMU,TTh,860,1230-220,120,750
1016,KNE,MWF,560,830-920,110,510
1017,ARC,Th,620,930-1020,160,570
1018,THO,Th,680,1030-1120,334,630
1019,SMI,Th,740,1130-1220,311,690
1020,THO,Th,800,1230-120,125,750
1021,JHN,Th,800,1230-120,075,750
1022,GUG,Th,920,230-320,218,870
1023,THO,Th,920,230-320,125,870
1024,SAV,Th,980,330-420,137,930
1025,CMU,TTh,740,1030-1220,302,630
1026,CMU,MW,740,1030-1220,302,630
1027,CMU,TTh,860,1230-220,302,750
1028,CMU,MW,740,1030-1220,322,630
1029,CMU,MW,620,830-1020,322,510
1030,MGH,MW,920,130-320,241,810
1031,CMU,F,560,830-920,228,510
1032,CMU,F,620,930-1020,230,570
1033,LOW,F,680,1030-1120,222,630
1034,LOW,F,740,1130-1220,222,690
1035,CMU,MW,620,830-1020,104,510
1036,CMU,TTh,620,830-1020,302,510
1037,SAV,TTh,920,130-320,260,810
1038,CMU,F,620,930-1020,243,570
1039,PCAR,F,620,930-1020,297,570
1040,PAR,F,620,930-1020,213,570
1041,CMU,F,680,1030-1120,243,630
1042,CMU,F,680,1030-1120,302,630
1043,CMU,F,740,1130-1220,243,690
1044,CMU,F,740,1130-1220,302,690
1045,CMU,MW,920,130-320,120,810
1046,CMU,F,620,930-1020,B006,570
1047,CMU,F,680,1030-1120,230,630
1048,SIG,F,740,1130-1220,228,690
1049,CMU,MW,1100,430-620P,104,990
1050,CMU,MW,740,1030-1220,104,630
1051,CMU,MW,980,230-420,104,870
1052,CMU,T,980,230-420,322,870
1053,CMU,TTh,740,1030-1220,304,630
1054,CMU,MW,860,1230-220,302,750
1055,CMU,TTh,620,830-1020,120,510
1056,CMU,F,560,830-920,243,510
1057,CMU,F,620,930-1020,322,570
1058,MEB,F,680,1030-1120,234,630
1059,RAI,F,740,1130-1220,107,690
1060,CMU,TTh,740,1030-1220,104,630
1061,CMU,TTh,740,1030-1220,322,630
1062,CMU,MW,860,1230-220,242,750
1063,CMU,MW,980,230-420,242,870
1064,CMU,TTh,860,1230-220,242,750
1065,CMU,M,1040,330-520,322,930
1066,CMU,F,860,1230-220,242,750
1067,PDL,F,920,130-320,C101,810
1068,GUG,TTh,800,1130-120,218,690
1069,MGH,MW,680,1000-1120,241,600
1070,MGH,TTh,620,930-1020,287,570
1071,MGH,TTh,680,1030-1120,287,630
1072,MGH,TTh,740,1130-1220,287,690
1073,MGH,TTh,800,1230-120,287,750
1074,DEN,TTh,920,130-320,259,810
1075,LOW,MW,1100,430-620P,117,990
1076,MGH,TTh,920,130-320,278,810
1077,DEN,TTh,620,830-1020,259,510
1078,THO,TTh,920,130-320,119,810
1079,PAR,TTh,1100,330-620,212,930
1080,SAV,MW,860,1230-220,168,750
1081,DEN,Th,1040,330-520,111,930
1082,BAG,TTh,620,830-1020,154,510
1083,THO,W,560,830-920,325,510
1084,THO,W,620,930-1020,325,570
1085,THO,W,680,1030-1120,325,630
1086,SAV,MW,740,1030-1220,166,630
1087,SMI,MW,800,1130-120,405,690
1088,MGH,TTh,1040,330-520,085,930
1089,SAV,TTh,920,130-320,156,810
1090,MGH,TTh,740,1030-1220,278,630
1091,DEN,TTh,860,1230-220,210,750
1092,MGH,MW,980,230-420,242,870
1093,EXED,TTh,920,130-320,110,810
1094,SAV,W,1100,330-620,157,930
1095,SMI,MW,920,130-320,304,810
1096,PDL,W,740,1030-1220,C101,630
1097,PDL,F,740,1030-1220,C101,630
1098,PDL,Th,1160,530-720P,C101,1050
1099,CDH,MW,740,1030-1220,105,630
1100,MGH,F,860,1230-220,234,750
1101,SOCC,Th,800,1030-120,308,630
1102,KNE,MW,740,1030-1220,220,630
1103,EXED,TTh,1040,330-520,110,930
1104,MEB,TTh,860,1230-220,245,750
1105,MGH,TTh,740,1030-1220,058,630
1106,GLD,TTh,740,1030-1220,436,630
1107,DEN,TTh,860,1230-220,159,750
1108,DEM,MW,1040,330-520,126,930
1109,CDH,TTh,860,1230-220,109,750
1110,HUT,TTh,710,930-1150,150,570
1111,PAR,M,920,1230-320,106,750
1112,MLR,T,800,1130-120,301,690
1113,LOW,Th,740,1130-1220,220,690
1114,SMI,Th,800,1230-120,105,750
1115,LOW,Th,740,1130-1220,106,690
1116,JHN,Th,800,1230-120,111,750
1117,PAR,MW,680,930-1120,313,570
1118,MGH,MW,1040,330-520,231,930
1119,MGH,MW,920,130-320,231,810
1120,ARC,TTh,860,1230-220,160,750
1121,MGH,MW,860,1230-220,254,750
1122,THO,MWF,800,1230-120,101,750
1123,SMI,TTh,680,930-1120,309,570
1124,SMI,MW,920,130-320,304,810
1125,CMU,TTh,740,1030-1220,120,630
1126,MGH,TTh,740,1030-1220,278,630
1127,DEN,TTh,860,1230-220,210,750
1128,DEN,MW,980,230-420,259,870
1129,SMI,MW,680,930-1120,111,570
1130,SMI,MW,920,130-320,305,810
1131,SMI,TTh,920,130-320,105,810
1132,JHN,MW,680,930-1120,111,570
1133,CMU,MW,740,1030-1220,326,630
1134,SMI,MW,800,1130-120,405,690
1135,THO,T,860,1130-220,231,690
1136,SMI,M,920,130-320,203E,810
1137,THO,W,1160,530-720P,217,1050
1138,KNE,MWF,980,330-420,120,930
1139,MGH,Th,560,830-920,242,510
1140,MGH,Th,560,830-920,288,510
1141,MGH,Th,620,930-1020,254,570
1142,MGH,Th,620,930-1020,238,570
1143,THO,Th,680,1030-1120,335,630
1144,JHN,Th,680,1030-1120,111,630
1145,EEB,Th,740,1130-1220,025,690
1146,EEB,Th,740,1130-1220,042,690
1147,MGH,Th,740,1130-1220,284,690
1148,PCAR,Th,800,1230-120,297,750
1149,MGH,Th,800,1230-120,231,750
1150,EEB,Th,860,130-220,025,810
1151,SAV,Th,920,230-320,130,870
1152,MGH,Th,920,230-320,251,870
1153,MGH,Th,980,330-420,284,930
1154,CMU,Th,980,330-420,243,930
1155,PCAR,Th,800,1230-120,295,750
1156,MGH,Th,860,130-220,242,810
1157,MGH,Th,920,230-320,254,870
1158,KNE,MWF,740,1130-1220,130,690
1159,MGH,Th,560,830-920,248,510
1160,MGH,Th,560,830-920,082A,510
1161,MGH,Th,620,930-1020,248,570
1162,MGH,Th,620,930-1020,074,570
1163,MGH,Th,680,1030-1120,082A,630
1164,GWN,Th,680,1030-1120,201,630
1165,MEB,Th,740,1130-1220,242,690
1166,CLK,Th,740,1130-1220,219,690
1167,MGH,Th,800,1230-120,241,750
1168,MEB,Th,800,1230-120,242,750
1169,MGH,Th,800,1230-120,251,750
1170,GUG,Th,860,130-220,218,810
1171,SAV,Th,860,130-220,130,810
1172,MGH,Th,920,230-320,287,870
1173,MGH,Th,920,230-320,242,870
1174,DEN,Th,980,330-420,213,930
1175,THO,Th,980,330-420,334,930
1176,MGH,Th,560,830-920,074,510
1177,GLD,Th,620,930-1020,435,570
1178,SAV,Th,740,1130-1220,137,690
1179,SAV,Th,800,1230-120,164,750
1180,EEB,Th,860,130-220,045,810
1181,DEN,Th,620,930-1020,213,570
1182,SMI,Th,920,230-320,115,870
1183,MGH,Th,980,330-420,288,930
1184,JHN,Th,680,1030-1120,026,630
1185,CLK,Th,740,1130-1220,316,690
1186,SAV,Th,800,1230-120,157,750
1187,JHN,Th,860,130-220,026,810
1188,GWN,Th,920,230-320,301,870
1189,KNE,MWF,800,1230-120,130,750
1190,EEB,TTh,560,830-920,026,510
1191,EEB,TTh,560,830-920,031,510
1192,SAV,TTh,620,930-1020,157,570
1193,EEB,TTh,620,930-1020,045,570
1194,MGH,TTh,680,1030-1120,248,630
1195,ARC,TTh,680,1030-1120,160,630
1196,EEB,TTh,740,1130-1220,026,690
1197,ARC,TTh,740,1130-1220,160,690
1198,EEB,TTh,800,1230-120,026,750
1199,PCAR,TTh,800,1230-120,492,750
1200,LOW,TTh,860,130-220,112,810
1201,SAV,TTh,860,130-220,137,810
1202,JHN,TTh,920,230-320,026,870
1203,EEB,TTh,920,230-320,031,870
1204,SAV,TTh,920,230-320,137,870
1205,SAV,TTh,980,330-420,158,930
1206,THO,TTh,980,330-420,235,930
1207,MGH,TTh,680,1030-1120,271,630
1208,SAV,TTh,800,1230-120,168,750
1209,SAV,TTh,680,1030-1120,157,630
1210,SAV,TTh,740,1130-1220,132,690
1211,GLD,TTh,800,1230-120,435,750
1212,PCAR,TTh,860,130-220,297,810
1213,DEN,TTh,620,930-1020,258,570
1214,MGH,TTh,800,1230-120,284,750
1215,GWN,MWF,980,330-420,201,930
1216,ART,TTh,620,930-1020,317,570
1217,EEB,TTh,740,1130-1220,054,690
1218,THO,TTh,740,1130-1220,235,690
1219,CDH,TTh,800,1230-120,110A,750
1220,SAV,TTh,860,130-220,136,810
1221,MGH,TTh,920,230-320,284,870
1222,SAV,TTh,800,1230-120,155,750
1223,JHN,MWF,920,230-320,102,870
1224,MGH,T,920,230-320,234,870
1225,MGH,T,920,230-320,295,870
1226,MGH,T,860,130-220,288,810
1227,SAV,T,860,130-220,166,810
1228,MGH,T,800,1230-120,082A,750
1229,MGH,T,800,1230-120,238,750
1230,EEB,T,980,330-420,025,930
1231,EEB,T,980,330-420,031,930
1232,SAV,T,680,1030-1120,166,630
1233,EEB,T,680,1030-1120,026,630
1234,MGH,T,620,930-1020,074,570
1235,SAV,T,680,1030-1120,260,630
1236,SAV,Th,620,930-1020,166,570
1237,MGH,Th,740,1130-1220,248,690
1238,CMU,Th,800,1230-120,228,750
1239,MGH,Th,860,130-220,295,810
1240,LOW,Th,920,230-320,116,870
1241,EEB,Th,980,330-420,026,930
1242,MGH,Th,980,330-420,082A,930
1243,SIG,T,620,930-1020,224,570
1244,MGH,T,620,930-1020,044,570
1245,MGH,T,680,1030-1120,044,630
1246,MGH,T,860,130-220,044,810
1247,MGH,T,920,230-320,044,870
1248,MGH,T,740,1130-1220,044,690
1249,MGH,T,800,1230-120,044,750
1250,MGH,T,800,1230-120,030,750
1251,MGH,T,860,130-220,030,810
1252,MGH,T,920,230-320,030,870
1253,MGH,T,980,330-420,030,930
1254,MOR,MT,1100,430-620P,220,990
1255,EEB,TTh,1070,430-550P,037,990
1256,MGH,Th,1010,330-450,058,930
1257,BAG,Th,1070,430-550P,131,990
1258,NAN,T,920,230-320,181,870
1259,SIG,MWF,620,930-1020,134,570
1260,MGH,Th,620,930-1020,242,570
1261,MGH,Th,620,930-1020,288,570
1262,MGH,Th,680,1030-1120,284,630
1263,CHL,Th,740,1130-1220,105,690
1264,PCAR,Th,800,1230-120,395,750
1265,SAV,Th,560,830-920,136,510
1266,LOW,Th,860,130-220,102,810
1267,JHN,MWF,860,130-220,102,810
1268,DEM,Th,800,1230-120,124,750
1269,MGH,Th,860,130-220,248,810
1270,MGH,Th,920,230-320,074,870
1271,MGH,Th,800,1230-120,248,750
1272,SAV,Th,740,1130-1220,157,690
1273,SAV,Th,560,830-920,136,510
1274,LOW,Th,860,130-220,102,810
1275,MLR,MWF,620,930-1020,301,570
1276,MGH,Th,800,1230-120,234,750
1277,MGH,Th,860,130-220,287,810
1278,MGH,Th,920,230-320,228,870
1279,JHN,Th,740,1130-1220,175,690
1280,SMI,MWF,680,1030-1120,205,630
1281,MOR,Th,620,930-1020,220,570
1282,MOR,Th,680,1030-1120,225,630
1283,MOR,Th,740,1130-1220,225,690
1284,MOR,MWF,800,1230-120,220,750
1285,EEB,Th,800,1230-120,042,750
1286,EEB,Th,860,130-220,026,810
1287,EEB,Th,920,230-320,025,870
1288,SIG,Th,740,1130-1220,226,690
1289,MGH,MWF,980,330-420,241,930
1290,SAV,Th,800,1230-120,166,750
1291,EEB,Th,860,130-220,026,810
1292,EEB,Th,920,230-320,025,870
1293,SIG,Th,740,1130-1220,226,690
1294,SAV,MWF,740,1130-1220,260,690
1295,BNS,Th,560,830-920,117,510
1296,BNS,Th,620,930-1020,117,570
1297,BNS,Th,680,1030-1120,117,630
1298,BNS,Th,740,1130-1220,117,690
1299,EEB,MWF,800,1230-120,125,750
1300,MGH,Th,800,1230-120,238,750
1301,MGH,Th,860,130-220,251,810
1302,MGH,Th,920,230-320,288,870
1303,JHN,Th,740,1130-1220,022,690
1304,AND,MWF,860,130-220,223,810
1305,THO,Th,620,930-1020,234,570
1306,EEB,Th,680,1030-1120,026,630
1307,THO,Th,740,1130-1220,334,690
1308,SAV,Th,800,1230-120,137,750
1309,EEB,MWF,740,1130-1220,125,690
1310,EEB,Th,560,830-920,042,510
1311,EEB,Th,620,930-1020,031,570
1312,EEB,Th,740,1130-1220,031,690
1313,EEB,Th,800,1230-120,025,750
1314,EEB,Th,560,830-920,042,510
1315,EEB,Th,620,930-1020,031,570
1316,EEB,Th,740,1130-1220,031,690
1317,EEB,Th,800,1230-120,025,750
1318,DEM,Th,800,1230-120,112,750
1319,JHN,Th,740,1130-1220,026,690
1320,GWN,MWF,920,230-320,301,870
1321,BNS,Th,800,1230-120,117,750
1322,BNS,Th,860,130-220,117,810
1323,SAV,Th,920,230-320,139,870
1324,DEM,Th,800,1230-120,112,750
1325,BNS,Th,800,1230-120,117,750
1326,BNS,Th,860,130-220,117,810
1327,SAV,Th,920,230-320,139,870
1328,JHN,Th,740,1130-1220,026,690
1329,MUE,MW,980,230-420,153,870
1330,EEB,Th,860,1230-220,137BB,750
1331,EEB,F,980,230-420,137B,870
1332,EEB,W,860,1230-220,137B,750
1333,KNE,MWF,920,230-320,220,870
1334,LOW,Th,620,930-1020,102,570
1335,MOR,Th,680,1030-1120,230,630
1336,DEN,Th,740,1130-1220,258,690
1337,LOW,Th,800,1230-120,101,750
1338,LOW,Th,920,230-320,105,870
1339,SAV,Th,980,330-420,156,930
1340,MGH,Th,980,330-420,251,930
1341,CSE,T,1100,500-620P,403,1020
1342,MGH,W,1100,430-620P,058,990
1343,EEB,T,680,1030-1120,045,630
1344,EEB,Th,680,1030-1120,054,630
1345,EEB,Th,680,1030-1120,045,630
1346,OUG,W,1070,430-550P,136,990
1347,OUG,W,1160,600-720P,136,1080
1348,SMI,T,860,130-220,120,810
1349,SAV,MWF,800,1230-120,260,750
1350,LOW,Th,800,1230-120,201,750
1351,LOW,Th,860,130-220,101,810
1352,JHN,Th,920,230-320,022,870
1353,EXED,MWF,980,330-420,110,930
1354,DEN,Th,800,1230-120,213,750
1355,SAV,Th,860,130-220,166,810
1356,CMU,Th,920,230-320,226,870
1357,MGH,Th,980,330-420,254,930
1358,THO,MWF,860,130-220,101,810
1359,EEB,TTh,770,1130-1250,045,690
1360,EEB,TTh,680,1000-1120,037,600
1361,OUG,TTh,770,1130-1250,141,690
1362,PAR,F,680,1030-1120,112,630
1363,OUG,F,740,1130-1220,136,690
1364,MGH,F,860,130-220,295,810
1365,MGH,F,920,230-320,295,870
1366,OUG,TTh,770,1130-1250,141,690
1367,PAR,F,680,1030-1120,112,630
1368,OUG,F,740,1130-1220,136,690
1369,MGH,F,860,130-220,295,810
1370,MGH,F,920,230-320,295,870
1371,HCK,WF,620,900-1020,132,540
1372,CDH,MWF,740,1130-1220,109,690
